S/No.,REGION,COUNTY,SUB COUNTY,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
481,RIFT VALLEY,NANDI,CHESUMEI,T7WD,29579702,ITIGO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
482,RIFT VALLEY,NANDI,CHESUMEI,GGMP,29579701,LELMOKWO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
483,RIFT VALLEY,NANDI,NANDI CENTRAL,FLYA,29513204,HOLY ROSARY GIRLS SECONDARY SCHOOL KOIBEM,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
484,RIFT VALLEY,NANDI,NANDI CENTRAL,4D49,29513305,KILIBWONI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
485,RIFT VALLEY,NANDI,NANDI CENTRAL,MP6C,29513105,KIPSIGAK HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
486,RIFT VALLEY,NANDI,NANDI CENTRAL,7PJ2,29513308,OUR LADY OF VICTORY KAPNYEBERAI,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
487,RIFT VALLEY,NANDI,NANDI CENTRAL,SX8N,29513310,ST MICHAEL'S BOYS H.S-TERIGE,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
488,RIFT VALLEY,NANDI,NANDI EAST,ZAZ5,29541101,LELWAK SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
489,RIFT VALLEY,NANDI,NANDI EAST,JDEX,29541202,OUR LADY OF PEACE GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
490,RIFT VALLEY,NANDI,NANDI EAST,YTAT,29541201,SAMOEI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
491,RIFT VALLEY,NANDI,NANDI NORTH,WF4J,29540102,CHEPTIL SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
492,RIFT VALLEY,NANDI,NANDI NORTH,GU3S,29540201,KURGUNG SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
493,RIFT VALLEY,NANDI,NANDI NORTH,CUBT,29540202,LABORET BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
494,RIFT VALLEY,NANDI,NANDI NORTH,T8D6,29540205,NDALAT GAA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
495,RIFT VALLEY,NANDI,NANDI NORTH,GN5Q,29540104,STEPHEN KOSITANY GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
496,RIFT VALLEY,NANDI,NANDI NORTH,43GS,29540204,TULWO GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
497,RIFT VALLEY,NANDI,NANDI SOUTH,SHDC,29523301,ACK ST. MARK'S KAPTUMO BOYS HIGH SCHOOL.,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
498,RIFT VALLEY,NANDI,NANDI SOUTH,46TC,29523307,AIC CHEBISAAS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
499,RIFT VALLEY,NANDI,NANDI SOUTH,CHCT,29523302,ALDAI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
500,RIFT VALLEY,NANDI,NANDI SOUTH,6U5T,29523308,KAPKOLEI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
501,RIFT VALLEY,NANDI,NANDI SOUTH,T3MA,29523101,KEMELOI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
502,RIFT VALLEY,NANDI,NANDI SOUTH,SGKS,29523103,SEREM SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
503,RIFT VALLEY,NANDI,TINDERET,C47G,29542102,ST.MARY'S TACH ASIS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
504,RIFT VALLEY,NAROK,NAROK CENTRAL,9EYN,32589102,MAASAI GIRLS SEC SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
505,RIFT VALLEY,NAROK,NAROK CENTRAL,EG23,32589103,ST.MARY'S GIRLS SEC SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
506,RIFT VALLEY,NAROK,NAROK SOUTH,WE2F,32546401,OLOLULUNGA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
507,RIFT VALLEY,NAROK,NAROK WEST,K548,32581309,MOI NAIKARRA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
508,RIFT VALLEY,NAROK,NAROK WEST,KVCQ,32581301,MOI NAIKARRA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
509,RIFT VALLEY,NAROK,NAROK WEST,SWXN,32581213,OUR LADY QUEEN OF PEACE OLOOMIRANI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
510,RIFT VALLEY,NAROK,NAROK WEST,RELP,32581204,SSTEC. JONSDEPAH OLOOMIRANI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
511,RIFT VALLEY,NAROK,TRANS MARA,NU6U,32560201,EMURUA DIKIRR SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
512,RIFT VALLEY,NAROK,TEARSATNS MARA,UPWT,32519103,KILGORIS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
513,NYANZA,NYAMIRA,WBOERSATBU,MXLX,43720107,MENYENYA S.D.A HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
514,NYANZA,NYAMIRA,BORABU,LQYX,43720111,MWONGORI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
515,NYANZA,NYAMIRA,BORABU,6Y3Y,43720106,NYANSIONGO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
516,NYANZA,NYAMIRA,BORABU,WNWN,43720110,ST MATHIAS MULUMBA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
517,NYANZA,NYAMIRA,BORABU,K9SY,43720113,ST. PAUL'S NYANDOCHE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
518,NYANZA,NYAMIRA,MANGA,ZATU,43722107,NYAIKURO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
519,NYANZA,NYAMIRA,MANGA,BNZS,43722101,ST PAUL'S GEKANO BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
520,NYANZA,NYAMIRA,MANGA,ZPWL,43722104,TOMBE GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
521,NYANZA,NYAMIRA,NORTH MASABA,TS8P,43715112,NYAKONGO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
522,NYANZA,NYAMIRA,NORTH MASABA,KBU6,43715105,ST. CYPRIAN BITICHA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
523,NYANZA,NYAMIRA,NYAMIRA,88QB,43706110,GESIAGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
524,NYANZA,NYAMIRA,NYAMIRA,HMXQ,43706107,MARINDI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
525,NYANZA,NYAMIRA,NYAMIRA,TA4W,43706109,NYAMIRA BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
526,NYANZA,NYAMIRA,NYAMIRA,TKSJ,43706101,NYANSABAKWA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
527,NYANZA,NYAMIRA,NYAMIRA,WKPN,43706102,OUR LADY OF MERCY RANGENYO GIRLS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
528,NYANZA,NYAMIRA,NYAMIRA,3WB4,43706117,SSTCH. POETER'S NYAKEMINCHA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
529,NYANZA,NYAMIRA,NYAMIRA NORTH,XNY2,43728105,KEBABE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
530,NYANZA,NYAMIRA,NYAMIRA NORTH,4LYK,43728210,MATONGO BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
531,NYANZA,NYAMIRA,NYAMIRA NORTH,E4XQ,43728120,NYAMIRANGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
532,CENTRAL,NYANDARUA,ABERDARE,X72Y,07244101,NDARAGWA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
533,CENTRAL,NYANDARUA,ABERDARE,RZF8,07244102,SHAMATA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
534,CENTRAL,NYANDARUA,MIRANGINE,386U,07225101,NYAKIAMBI,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
535,CENTRAL,NYANDARUA,NORTH,3RYP,07209107,MURUAKI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
536,CENTRAL,NYANDARUA,NKIONRATNHG OP,DMTZ,07209106,ST. JOSEPH MKUNGI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
537,CENTRAL,NYANDARUA,KNIYNAANNDGAORPUA,FGVX,07213104,OL'KALOU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
538,CENTRAL,NYANDARUA,CNEYNATNRDARUA,N9ZS,07201102,LESHAU BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
539,CENTRAL,NYANDARUA,NOYARNTHDARUA,UX22,07214127,GATIMU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
540,CENTRAL,NYANDARUA,WNYEASNTDARUA,8HRQ,07214102,ST. PAULS AMANI BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
541,CENTRAL,NYANDARUA,WSOEUSTH,QBFS,07216103,MAGUMU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
542,CENTRAL,NYANDARUA,KSOINUATNHGOP,YB5T,07216108,MT KINANGOP GIRLS SEC SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
543,CENTRAL,NYANDARUA,SKOINUATNHGOP,MTYY,07216102,ST BAKHITA BONGO GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
544,CENTRAL,NYANDARUA,KWIANNAJNOGHOIP,MRE8,07247223,KIPIPIRI SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
545,CENTRAL,NYANDARUA,WANJOHI,E4KV,07247202,WANJOHI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
546,CENTRAL,NYERI,KIENI EAST,YCCZ,08210102,NAROMORU BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
547,CENTRAL,NYERI,KIENI EAST,3ATJ,08210201,NAROMORU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
548,CENTRAL,NYERI,KIENI EAST,S7D7,08210101,ST.TERESA MOI EQUATOR GIRLS' SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
549,CENTRAL,NYERI,KIENI WEST,NWD6,08220201,ESCNHDOAORLASHA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
550,CENTRAL,NYERI,KIENI WEST,4QVB,08220301,ST. BAKHITA GATARAGWA GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
551,CENTRAL,NYERI,MATHIRA EAST,F3W7,08217101,KANJURI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
552,CENTRAL,NYERI,MATHIRA EAST,FAKF,08217103,KIARITHA-INI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
553,CENTRAL,NYERI,MATHIRA EAST,X3AY,08217202,KIRIMARA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
554,CENTRAL,NYERI,MATHIRA EAST,J7JK,08217204,MAGUTU GIRLS' SEC. SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
555,CENTRAL,NYERI,MATHIRA WEST,ELUG,08218102,TUMUTUMU GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
556,CENTRAL,NYERI,MUKURWE-INI,4HC6,08219102,MUKURWE-INI BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
557,CENTRAL,NYERI,MUKURWE-INI,V8NN,08219103,ST. BONAVENTURE KAHETI BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
558,CENTRAL,NYERI,NYERI CENTRAL,MHUZ,08202007,GIAKANJA SEC. SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
559,CENTRAL,NYERI,NYERI CENTRAL,K992,08202010,MURUGURU SEC. SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
560,CENTRAL,NYERI,NYERI SOUTH,9TUD,08237010,BIRITHIA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
561,CENTRAL,NYERI,NYERI SOUTH,99S7,08237004,CHINGA BOYS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
562,CENTRAL,NYERI,NYERI SOUTH,GG6H,08237011,GATUGI GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
563,CENTRAL,NYERI,NYERI SOUTH,TVKY,08237001,KARIMA BOYS HS BOARDING,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
564,CENTRAL,NYERI,NYERI SOUTH,26VW,08237003,KENYATTA H.S MAHIGA,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
565,CENTRAL,NYERI,NYERI SOUTH,UET4,08237002,O.L.O.F CHINGA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
566,CENTRAL,NYERI,NYERI SOUTH,Z2E4,08237009,OTHAYA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
567,CENTRAL,NYERI,TETU,FHZY,08221201,DEDAN KIMATHI MEMORIAL HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
568,CENTRAL,NYERI,TETU,439D,08221301,KANGUBIRI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
569,RIFT VALLEY,SAMBURU,SAMBURU,HTPF,22502204,A I C MOI GIRLS SAMBURU,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
570,RIFT VALLEY,SAMBURU,SCAEMNTBRUARU EAST,WC4K,22526201,UASO BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
571,RIFT VALLEY,SAMBURU,SAMBURU EAST,PC95,22526102,WAMBA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
572,RIFT VALLEY,SAMBURU,SAMBURU EAST,PKPU,22526103,WAMBA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
573,RIFT VALLEY,SAMBURU,SAMBURU NORTH,DV8X,22527201,BARAGOI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
574,RIFT VALLEY,SAMBURU,SAMBURU NORTH,6NZJ,22527202,BARAGOI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
575,RIFT VALLEY,SAMBURU,SAMBURU NORTH,RPJN,22527101,NYIRO BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
576,RIFT VALLEY,SAMBURU,SAMBURU NORTH,DGAZ,22527102,P.C.E.A TUM GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
577,NYANZA,SIAYA,BONDO,BE7B,42712102,NYAMIRA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
578,NYANZA,SIAYA,GEM WAGAI,LCWH,42726202,ALUOR GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
579,NYANZA,SIAYA,GEM WAGAI,6ADC,42726201,SIREMBE MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
580,NYANZA,SIAYA,GEM YALA,PY5P,42749104,NYAWARA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
581,NYANZA,SIAYA,GEM YALA,N5YM,42749102,SINAGA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
582,NYANZA,SIAYA,RARIEDA,PQYU,42721101,CHIANDA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
583,NYANZA,SIAYA,SIAYA,6MGY,42705202,BARDING SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
584,NYANZA,SIAYA,SIAYA,DTDH,42705102,BISHOP OKOTH GIRLS'- MBAGA SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
585,NYANZA,SIAYA,UGENYA,B884,42725102,SSCEHGAO OGLIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
586,NYANZA,SIAYA,UGENYA,A8VV,42725101,ST. MARY'S UKWALA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
587,NYANZA,SIAYA,UGUNJA,H5XZ,42738102,AMBIRA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
588,NYANZA,SIAYA,UGUNJA,268X,42738103,RANG'ALA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
589,NYANZA,SIAYA,USIGU,M77Y,42712304,NYAMONYE GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
590,NYANZA,SIAYA,USIGU,SGZL,42712301,USENGE HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
591,COAST,TAITA,MWATATE,5CGR,1114211,KITUMA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
592,COAST,TAVITEAT A,MWATATE,YY48,1114102,MURRAY GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
593,COAST,TAIVTEAT A,MWATATE,96SJ,1114301,MWASERE GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
594,COAST,TAVITEAT A,TAITA,LBXP,1101202,CANON KITURI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
595,COAST,TAIVTEAT A,TAITA,WVLR,1101204,SHIMBO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
596,COAST,TAIVTEAT A,TAITA,VZG7,1101201,ST. MARY'S HIGH SCHOOL LUSHANGONYI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
597,COAST,TAIVTEAT A,TAVETA,9HR8,1113104,BISHOP JOHN NJENGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
598,COAST,TAIVTEAT A,TAVETA,XNUD,1113101,ELDORO GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
599,COAST,TAIVTEAT A,TAVETA,FR7V,1113105,MAHOO GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
600,COAST,TAVITEAT A,TAVETA,7MKS,1113102,TIMBILA SECONDARY SCHOOL,C2,PUBLIC,INTERGRATE,PH,BOARDING,BOYS
601,COAST,TAIVTEAT A,VOI,7FEY,1115301,MOI BOYS HIGH SCHOOL - KASIGAU,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
602,COAST,TAVITEAT A,VOI,SKJ5,1115201,MWAKITAWA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
603,COAST,TAVITEAT A,VOI,ENSC,1115106,OUR LADY OF PERPETUAL SUCCOUR GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
604,COAST,TAVITEAT A,VOI,Q36B,1115101,VSEOCI OSNECDOANRDYA SRCY SCHOOL,C2,PUBLIC,INTERGRATE,PH,BOARDING,BOYS
605,COAST,TANA RIVER,BANGALE,P5FG,5132201,MADOGO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
606,COAST,TANA RIVER,TANA DELTA,3QTL,5112203,KIPINI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
607,COAST,TANA RIVER,TANA DELTA,DKEM,5112201,TARASAA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
608,COAST,TANA RIVER,TANA NORTH,ZQSL,5117101,HIRIMANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
609,COAST,TANA RIVER,TANA RIVER,NNBX,5103102,MAU MAU MEMORIAL GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
610,COAST,TANA RIVER,TANA RIVER,GSWU,5103103,WENJE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
611,EASTERN,THARAKA,CHIAKARIGA,QTKN,19371203,MATERI BOYS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
612,EASTERN,NTHITAHRIAKA,IGAMBANG'OMBE,XP4F,19367501,ITUGURURU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
613,EASTERN,TNHITAHRIAKA,MAARA,QPSW,19326204,CHIEF MBOGORI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
614,EASTERN,TNHITAHRIAKA,MAARA,2QBV,19326206,IGWANJAU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
615,EASTERN,TNHITAHRIAKA,MAARA,ACLT,19326207,IRUMA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
616,EASTERN,NTHITAHRIAKA,MAARA,UYGG,19326208,KIURANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
617,EASTERN,TNHITAHRIAKA,MAARA,HWP8,19326211,MAKURI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
618,EASTERN,NTHITAHRIAKA,MAARA,5WQT,19326212,NGAITA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
619,EASTERN,TNHITAHRIAKA,MERU SOUTH,HUTQ,19308301,CHUKA BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
620,EASTERN,NTHITAHRIAKA,MERU SOUTH,WUGB,19308304,CHUKA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
621,EASTERN,TNHITAHRIAKA,MERU SOUTH,5F64,19308308,IKAWA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
622,EASTERN,TNHITAHRIAKA,MERU SOUTH,KKCT,19308503,IKUU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
623,EASTERN,NTHITAHRIAKA,MERU SOUTH,TR3N,19308306,KARAMUGI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
624,EASTERN,NTHITAHRIAKA,MERU SOUTH,N7CD,19308505,MAGUMONI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
625,EASTERN,TNHITAHRIAKA,MERU SOUTH,PYSA,19308502,MUKUUNI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
626,EASTERN,NTHITAHRIAKA,MERU SOUTH,XR7B,19308504,NJURI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
627,EASTERN,TNHITAHRIAKA,MUTHAMBI,PBUL,19378105,KAJIUDUTHI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
628,EASTERN,NTHITAHRIAKA,MUTHAMBI,6J8S,19378103,KIINI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
629,EASTERN,NTHITAHRIAKA,MUTHAMBI,NC8P,19378102,MUTHAMBI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
630,EASTERN,NTHITAHRIAKA,MUTHAMBI,YTD7,19378101,MUTHAMBI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
631,EASTERN,NTHITAHRIAKA,MUTHAMBI,K6DG,19378104,OUR LADY OF MERCY GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
632,EASTERN,TNHITAHRIAKA,THARAKA SOUTH,MRQW,19313101,THARAKA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
633,RIFT VALLEY,TNRITAHNIS NZOIA,ENDEBESS,P98F,23572102,ST.PAULS KITUM HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
634,RIFT VALLEY,TRANS NZOIA,KIMININI,5PD3,23574140,KABUYEFWE FRIENDS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
635,RIFT VALLEY,TRANS NZOIA,KIMININI,42HH,23574143,KABUYEFWE FRIENDS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
636,RIFT VALLEY,TRANS NZOIA,KWANZA,4H2C,23529103,GOSETA BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
637,RIFT VALLEY,TRANS NZOIA,KWANZA,2C5Q,23529118,KWANZA GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
638,RIFT VALLEY,TRANS NZOIA,KWANZA,8TT7,23529132,"ST. MONICA'S GIRLS HIGH SCHOOL, KITALE",C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
